element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,roll3_pts,roll5_pts,roll3_mins,roll3_goals,roll3_assists,roll3_clean,roll3_bonus,roll3_threat,roll3_creativity,roll3_influence,roll3_saves,roll3_yellows,ewm3_pts,ewm5_pts,ewm3_mins,ewm3_goals,ewm3_assists,ewm3_threat,ewm3_creativity,games_played,home_ratio,price_change,pts_per_90,opp_strength,opponent_encoded,gw_number,player_id,player_name,position,team_name,price,player_status,is_home,target,selected_pct
1,9,14,10,False,2025-08-17T15:30:00Z,0.0,1.0,1,False,90,0,0,1,0,0,0,0,1,0,7,3,38,49.2,0.0,0.0,4.9,1,13,0,0,1,0.00,0.00,0.00,1.52,55,0,1531911,0,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.03421309872922776,38,1,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,0,10,34.7
1,11,11,6,True,2025-08-23T16:30:00Z,5.0,0.0,2,False,90,0,0,1,0,0,0,0,0,0,1,0,28,13.4,0.0,0.0,1.3,0,3,0,0,1,0.00,0.00,0.00,0.17,55,218659,2284634,277339,58680,10.0,10.0,90.0,0.0,0.0,1.0,3.0,0.0,0.0,49.2,7.0,1.0,10.0,10.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.04433497536945813,650,2,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,1,6,34.7
1,25,12,2,False,2025-08-31T15:30:00Z,1.0,0.0,3,False,90,0,0,0,1,0,0,0,0,0,2,0,12,20.0,10.0,0.0,3.0,0,12,0,0,1,0.00,0.02,0.02,0.52,55,-12311,2406964,146739,159050,8.0,8.0,90.0,0.0,0.0,1.0,1.5,0.0,0.0,31.3,4.0,0.5,8.0,8.666666666666668,90.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,8.0,0.03371868978805395,112,3,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,0,2,34.7
1,31,16,6,True,2025-09-13T11:30:00Z,3.0,0.0,4,False,90,0,0,1,0,0,0,0,0,0,1,0,24,12.8,0.0,0.0,1.3,0,9,0,0,1,0.00,0.00,0.00,0.20,55,171289,2765759,289041,117752,6.0,6.0,90.0,0.0,0.0,0.6666666666666666,1.0,0.0,3.3333333333333335,27.53333333333333,3.3333333333333335,0.3333333333333333,5.0,6.444444444444446,90.0,0.0,0.0,0.0,5.0,3.0,0.3333333333333333,0.0,6.0,0.03623898139079334,95,4,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,1,6,34.7
1,41,13,2,True,2025-09-21T15:30:00Z,1.0,1.0,5,False,90,0,0,0,1,0,0,0,0,0,2,0,13,21.4,0.0,0.0,2.1,1,6,0,0,1,0.00,0.01,0.01,0.89,55,-9786,2762632,98100,107886,4.666666666666667,6.0,90.0,0.0,0.0,0.6666666666666666,0.0,0.0,3.3333333333333335,15.4,1.3333333333333333,0.0,5.5,6.2962962962962985,90.0,0.0,0.0,0.0,2.5,4.0,0.5,0.0,4.666666666666667,0.02403846153846154,873,5,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,1,2,34.7
1,58,15,2,False,2025-09-28T15:30:00Z,1.0,2.0,6,False,90,0,0,0,1,0,0,0,0,0,2,0,11,15.8,0.0,0.0,1.6,2,10,0,0,1,0.00,0.01,0.01,0.61,56,227251,3029654,357846,130595,3.3333333333333335,5.2,90.0,0.0,0.0,0.3333333333333333,0.0,0.0,3.3333333333333335,18.066666666666666,1.6666666666666667,0.0,3.75,4.8641975308642,90.0,0.0,0.0,0.0,1.25,5.0,0.6,1.0,3.333333333333334,0.03567984570877531,603,6,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,0,2,34.7
1,61,19,6,True,2025-10-04T14:00:00Z,2.0,0.0,7,False,90,0,0,1,0,0,0,0,0,0,0,0,20,3.2,0.0,0.0,0.3,0,8,0,0,1,0.00,0.00,0.00,0.49,56,212315,3297838,287510,75195,3.3333333333333335,3.6,90.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,16.666666666666668,1.6666666666666667,0.0,2.875,3.909465020576133,90.0,0.0,0.0,0.0,0.625,5.0,0.6,0.0,3.333333333333334,0.045714285714285714,532,7,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,1,6,34.7
1,74,10,6,False,2025-10-18T16:30:00Z,0.0,1.0,8,False,90,0,0,1,0,0,0,0,0,0,0,0,21,4.6,0.0,0.0,0.5,2,7,0,0,1,0.00,0.00,0.00,0.44,57,120482,3447590,208192,87710,3.3333333333333335,3.6,90.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,13.466666666666669,1.3333333333333333,0.0,4.4375,4.606310013717422,90.0,0.0,0.0,0.0,0.3125,5.0,0.6,1.0,3.333333333333334,0.03629417382999045,824,8,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,0,6,34.7
1,81,8,6,True,2025-10-26T14:00:00Z,1.0,0.0,9,False,90,0,0,1,0,0,0,0,0,0,1,0,25,15.0,0.1,0.0,1.5,2,10,0,0,1,0.00,0.00,0.00,0.47,57,81905,3546345,131150,49245,4.666666666666667,4.4,90.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,7.866666666666667,0.6666666666666666,0.0,5.21875,5.070873342478282,90.0,0.0,0.0,0.0,0.15625,5.0,0.6,0.0,4.666666666666667,0.02995169082125604,101,9,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,1,6,34.7
1,92,3,6,False,2025-11-01T15:00:00Z,0.0,2.0,10,False,90,0,0,1,0,0,0,0,0,0,0,0,20,2.8,0.1,0.0,0.3,1,7,0,0,1,0.00,0.00,0.00,0.42,58,227648,3816996,267422,39774,6.0,4.4,90.0,0.0,0.0,1.0,0.0,0.0,0.03333333333333333,7.6000000000000005,0.3333333333333333,0.0,5.609375,5.380582228318855,90.0,0.0,0.0,0.0,0.128125,5.0,0.6,1.0,6.0,0.04633204633204633,883,10,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,0,6,34.7
1,108,17,1,False,2025-11-08T17:30:00Z,2.0,2.0,11,False,90,0,0,0,2,0,0,0,0,0,0,0,-2,1.6,0.0,0.0,0.2,0,2,0,0,1,0.00,0.00,0.00,0.44,59,180430,4024229,210442,30012,6.0,5.2,90.0,0.0,0.0,1.0,0.0,0.0,0.06666666666666667,7.466666666666668,0.3333333333333333,0.0,5.8046875,5.587054818879237,90.0,0.0,0.0,0.0,0.1140625,5.0,0.4,1.0,6.0,0.03180914512922465,747,11,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,0,1,34.7
1,111,18,2,True,2025-11-23T16:30:00Z,4.0,1.0,12,False,90,0,0,0,1,0,0,0,0,0,1,0,6,6.6,0.0,0.0,0.7,0,5,0,0,1,0.00,0.00,0.00,0.07,59,3055,4013556,81056,78001,4.333333333333333,5.0,90.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.06666666666666667,6.466666666666666,0.3333333333333333,0.0,3.40234375,4.058036545919491,90.0,0.0,0.0,0.0,0.05703125,5.0,0.4,0.0,4.333333333333333,0.04,795,12,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,1,2,34.7
1,123,7,3,False,2025-11-30T16:30:00Z,1.0,1.0,13,False,90,0,0,0,1,0,0,0,0,0,3,0,12,20.0,0.0,0.0,2.0,0,7,0,0,1,0.00,0.00,0.00,0.79,59,-37310,3844111,41034,78344,3.0,4.2,90.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.03333333333333333,3.6666666666666665,0.3333333333333333,0.0,2.701171875,3.372024363946328,90.0,0.0,0.0,0.0,0.028515625,5.0,0.4,0.0,3.0,0.030303030303030304,555,13,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,0,3,34.7
1,131,5,6,True,2025-12-03T19:30:00Z,2.0,0.0,14,False,90,0,0,1,0,0,0,0,0,0,1,0,26,15.0,0.0,0.0,1.5,2,12,0,0,1,0.00,0.00,0.00,0.35,59,76542,4109145,105123,28581,2.0,3.6,90.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,1.3333333333333333,0.0,2.8505859375,3.2480162426308854,90.0,0.0,0.0,0.0,0.0142578125,5.0,0.4,0.0,2.0,0.03391472868217054,693,14,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,1,6,34.7
1,141,2,2,False,2025-12-06T12:30:00Z,2.0,1.0,15,False,90,0,0,0,2,0,0,0,0,0,4,0,13,35.2,0.0,0.0,3.5,0,7,0,0,1,0.00,0.00,0.00,2.16,59,124671,4221133,152709,28038,3.6666666666666665,3.6,90.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,13.866666666666667,1.6666666666666667,0.0,4.42529296875,4.165344161753923,90.0,0.0,0.0,0.0,0.00712890625,5.0,0.4,0.0,3.6666666666666665,0.026264591439688716,212,15,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,0,2,34.7
1,151,20,2,True,2025-12-13T20:00:00Z,2.0,1.0,16,False,90,0,0,0,1,0,0,0,0,0,1,0,8,13.6,0.1,0.0,1.4,1,9,0,0,1,0.00,0.00,0.00,0.38,60,371508,4668846,429199,57691,3.6666666666666665,2.8,90.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,23.400000000000002,2.6666666666666665,0.0,3.212646484375,3.443562774502616,90.0,0.0,0.0,0.0,0.003564453125,5.0,0.4,1.0,3.6666666666666665,0.04400749063670412,796,16,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,1,2,34.7
1,164,9,7,False,2025-12-20T20:00:00Z,0.0,1.0,17,False,90,0,0,1,0,0,0,0,0,0,1,1,28,16.6,0.0,0.0,1.7,1,14,0,0,1,0.00,0.00,0.00,0.20,60,-23521,4608882,67109,90630,3.3333333333333335,3.0,90.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.03333333333333333,21.26666666666667,2.0,0.0,2.6063232421875,2.962375183001744,90.0,0.0,0.0,0.0,0.051782226562500006,5.0,0.6,0.0,3.333333333333334,0.027938342967244702,374,17,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,0,7,34.7
1,171,6,2,True,2025-12-27T15:00:00Z,2.0,1.0,18,False,90,0,0,0,1,0,0,0,0,0,2,0,11,21.8,10.0,0.0,3.2,0,6,0,0,1,0.00,0.00,0.00,0.85,60,-10413,4572955,53156,63569,3.6666666666666665,4.0,90.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.03333333333333333,21.8,2.0,0.0,4.80316162109375,4.308250122001162,90.0,0.0,0.0,0.0,0.025891113281250003,5.0,0.4,0.0,3.6666666666666665,0.029469548133595286,412,18,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,1,2,34.7
1,181,2,2,True,2025-12-30T20:15:00Z,4.0,1.0,19,False,90,0,0,0,1,0,0,0,0,0,2,0,12,20.0,0.0,0.0,2.0,2,9,0,0,1,0.00,0.00,0.00,2.67,60,-67402,4431485,29380,96782,3.6666666666666665,3.8,90.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,3.3666666666666667,17.333333333333332,1.3333333333333333,0.0,3.401580810546875,3.5388334146674416,90.0,0.0,0.0,0.0,5.012945556640625,5.0,0.6,0.0,3.6666666666666665,0.026264591439688716,212,19,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,1,2,34.7
1,192,4,1,False,2026-01-03T17:30:00Z,2.0,3.0,20,False,90,0,0,0,2,0,0,0,0,0,1,0,3,7.2,0.0,0.0,0.7,0,8,0,0,1,0.00,0.00,0.00,1.43,60,-96397,4469007,40492,136889,3.6666666666666665,3.0,90.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,3.3333333333333335,19.46666666666667,1.6666666666666667,0.0,2.7007904052734375,3.025888943111628,90.0,0.0,0.0,0.0,2.5064727783203127,5.0,0.6,0.0,3.6666666666666665,0.04267701260911736,900,20,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,0,1,34.7
1,201,12,6,True,2026-01-08T20:00:00Z,0.0,0.0,21,False,90,0,0,1,0,0,0,0,0,0,0,0,19,4.4,0.0,0.0,0.4,1,4,0,0,1,0.00,0.00,0.00,0.36,60,-177932,4289085,27025,204957,1.6666666666666667,2.8,90.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,16.333333333333332,1.6666666666666667,0.0,1.8503952026367188,2.3505926287410857,90.0,0.0,0.0,0.0,1.2532363891601563,5.0,0.6,0.0,1.666666666666667,0.03371868978805395,112,21,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,1,6,34.7
1,217,16,6,False,2026-01-17T17:30:00Z,0.0,0.0,22,False,90,0,0,1,0,0,0,0,0,0,0,0,23,6.2,0.0,0.0,0.6,2,7,1,0,1,0.00,0.00,0.00,0.34,59,-12759,4309674,87850,100609,3.0,3.6,90.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,10.533333333333333,1.0,0.0,3.9251976013183594,3.567061752494057,90.0,0.0,0.0,0.0,0.6266181945800782,5.0,0.6,-1.0,3.0,0.03623898139079334,95,22,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,0,6,34.7
1,221,14,1,True,2026-01-25T16:30:00Z,2.0,3.0,23,False,90,0,0,0,3,0,0,0,0,0,0,0,-3,4.8,0.0,0.0,0.5,1,10,0,0,1,0.00,0.01,0.01,0.71,59,-42730,4268252,36057,78787,4.333333333333333,3.4,90.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,5.933333333333334,0.3333333333333333,0.0,4.96259880065918,4.378041168329371,90.0,0.0,0.0,0.0,0.3133090972900391,5.0,0.6,0.0,4.333333333333333,0.03421309872922776,38,23,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,1,1,34.7
1,234,11,6,False,2026-01-31T15:00:00Z,0.0,4.0,24,False,90,0,0,1,0,0,0,0,0,0,1,0,24,9.6,0.0,0.0,1.0,0,11,0,0,1,0.00,0.00,0.00,0.15,59,-19057,4262493,91776,110833,4.333333333333333,3.2,90.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,5.133333333333334,0.0,0.0,2.98129940032959,3.2520274455529146,90.0,0.0,0.0,0.0,0.15665454864501954,5.0,0.6,0.0,4.333333333333333,0.04433497536945813,650,24,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,0,6,34.7
1,241,17,7,True,2026-02-07T15:00:00Z,3.0,0.0,25,False,90,0,0,1,0,0,0,0,0,0,2,1,30,21.6,10.1,0.0,3.2,1,12,0,0,1,0.00,0.00,0.00,0.19,59,83591,4368114,129012,45421,4.333333333333333,4.0,90.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,6.866666666666666,0.3333333333333333,0.0,4.490649700164795,4.168018297035276,90.0,0.0,0.0,0.0,0.07832727432250977,5.0,0.4,0.0,4.333333333333333,0.03180914512922465,747,25,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,1,7,34.7
1,252,5,2,False,2026-02-12T20:00:00Z,1.0,1.0,26,False,90,0,0,0,1,0,0,0,0,0,2,0,13,20.0,0.0,0.0,2.0,2,11,0,0,1,0.00,0.00,0.00,1.51,59,194830,4576749,245385,50555,4.666666666666667,5.2,90.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,3.3666666666666667,12.0,1.0,0.0,5.7453248500823975,5.112012198023518,90.0,0.0,0.0,0.0,5.0891636371612545,5.0,0.6,0.0,4.666666666666667,0.03391472868217054,693,26,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,0,2,34.7
1,310,20,1,False,2026-02-18T20:00:00Z,2.0,2.0,26,False,90,0,0,0,2,0,0,0,0,0,0,0,-3,0.0,0.0,0.0,0.0,1,6,0,0,1,0.00,0.00,0.00,0.29,59,194830,4576749,245385,50555,5.0,4.4,90.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,3.3666666666666667,17.066666666666666,1.6666666666666667,0.0,3.8726624250411987,4.074674798682346,90.0,0.0,0.0,0.0,2.5445818185806273,5.0,0.4,0.0,5.0,0.04400749063670412,796,26,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,0,1,34.7
1,269,18,3,False,2026-02-22T16:30:00Z,1.0,4.0,27,False,90,0,0,0,1,0,0,0,0,0,4,0,18,28.4,3.0,0.0,3.1,2,14,0,0,1,0.00,0.01,0.01,0.76,60,-65410,4494186,35619,101029,3.3333333333333335,3.4,90.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,3.3666666666666667,13.866666666666669,1.3333333333333333,0.0,2.4363312125205994,3.0497831991215643,90.0,0.0,0.0,0.0,1.2722909092903136,5.0,0.4,1.0,3.333333333333334,0.04,795,27,1,David Raya Martín,Goalkeeper,Arsenal,6.0,a,0,3,34.7
2,9,14,0,False,2025-08-17T15:30:00Z,0.0,1.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,90618,0,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.03421309872922776,38,1,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal,4.1,a,0,0,0.4
2,11,11,0,True,2025-08-23T16:30:00Z,5.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-9834,89793,2130,11964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04433497536945813,650,2,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal,4.1,a,1,0,0.4
2,25,12,0,False,2025-08-31T15:30:00Z,1.0,0.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,-11575,81016,1131,12706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.03371868978805395,112,3,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal,4.1,a,0,0,0.4
2,31,16,0,True,2025-09-13T11:30:00Z,3.0,0.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,-6913,76258,1271,8184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.03623898139079334,95,4,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal,4.1,a,1,0,0.4
2,41,13,0,True,2025-09-21T15:30:00Z,1.0,1.0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,-5570,71572,689,6259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.02403846153846154,873,5,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal,4.1,a,1,0,0.4
2,58,15,0,False,2025-09-28T15:30:00Z,1.0,2.0,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,43,-4229,67990,713,4942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-1.0,0.0,0.03567984570877531,603,6,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal,4.1,a,0,0,0.4
2,61,19,0,True,2025-10-04T14:00:00Z,2.0,0.0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,43,-3442,64932,461,3903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.045714285714285714,532,7,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal,4.1,a,1,0,0.4
2,74,10,0,False,2025-10-18T16:30:00Z,0.0,1.0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,43,-3767,61782,442,4209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.03629417382999045,824,8,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal,4.1,a,0,0,0.4
2,81,8,0,True,2025-10-26T14:00:00Z,1.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,43,-2402,59724,221,2623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.02995169082125604,101,9,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal,4.1,a,1,0,0.4
2,92,3,0,False,2025-11-01T15:00:00Z,0.0,2.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,42,-2150,57825,423,2573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-1.0,0.0,0.04633204633204633,883,10,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal,4.1,a,0,0,0.4
2,108,17,0,False,2025-11-08T17:30:00Z,2.0,2.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,42,-2012,56075,386,2398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.03180914512922465,747,11,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal,4.1,a,0,0,0.4
2,111,18,0,True,2025-11-23T16:30:00Z,4.0,1.0,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,42,-1215,55291,404,1619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.04,795,12,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal,4.1,a,1,0,0.4
2,123,7,0,False,2025-11-30T16:30:00Z,1.0,1.0,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,42,-1178,54420,238,1416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.030303030303030304,555,13,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal,4.1,a,0,0,0.4
2,131,5,0,True,2025-12-03T19:30:00Z,2.0,0.0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,42,-668,53843,244,912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.03391472868217054,693,14,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal,4.1,a,1,0,0.4
2,141,2,0,False,2025-12-06T12:30:00Z,2.0,1.0,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,42,-794,53294,378,1172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.026264591439688716,212,15,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal,4.1,a,0,0,0.4
2,151,20,0,True,2025-12-13T20:00:00Z,2.0,1.0,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,41,-1491,51955,811,2302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-1.0,0.0,0.04400749063670412,796,16,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal,4.1,a,1,0,0.4
2,164,9,0,False,2025-12-20T20:00:00Z,0.0,1.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,41,-499,51812,666,1165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.027938342967244702,374,17,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal,4.1,a,0,0,0.4
2,171,6,0,True,2025-12-27T15:00:00Z,2.0,1.0,18,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,41,-510,51553,573,1083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.029469548133595286,412,18,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal,4.1,a,1,0,0.4
2,181,2,0,True,2025-12-30T20:15:00Z,4.0,1.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,41,-382,51712,380,762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.026264591439688716,212,19,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal,4.1,a,1,0,0.4
2,192,4,0,False,2026-01-03T17:30:00Z,2.0,3.0,20,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,41,-273,51046,315,588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.04267701260911736,900,20,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal,4.1,a,0,0,0.4
