element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,roll3_pts,roll5_pts,roll3_mins,roll3_goals,roll3_assists,roll3_clean,roll3_bonus,roll3_threat,roll3_creativity,roll3_influence,roll3_saves,roll3_yellows,ewm3_pts,ewm5_pts,ewm3_mins,ewm3_goals,ewm3_assists,ewm3_threat,ewm3_creativity,games_played,home_ratio,price_change,pts_per_90,opp_strength,opponent_encoded,gw_number,player_id,player_name,position,team_name,price,player_status,is_home,target,selected_pct
422,266,15,0,True,2026-02-21T20:00:00Z,2.0,1.0,27,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,58,-12,2434,6,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9073486328125e-06,0.00022554649486628857,7.62939453125e-06,0.0,0.0,0.0,1.52587890625e-06,0.0,0.4,0.0,0.0,0.03567984570877531,603,27,422,Mateo Kovačić,Midfielder,Man City,5.8,i,1,0,0.0
423,7,20,3,False,2025-08-16T16:30:00Z,0.0,4.0,1,False,90,0,0,1,0,0,0,0,0,0,0,0,27,24.8,5.6,6.0,3.6,4,4,3,11,1,0.05,0.05,0.10,0.56,60,0,6190,0,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.04400749063670412,796,1,423,Nico González Iglesias,Midfielder,Man City,5.9,a,0,3,0.1
423,18,18,1,True,2025-08-23T11:30:00Z,0.0,2.0,2,False,74,0,0,0,2,0,0,0,1,0,0,0,15,10.4,6.7,0.0,1.7,1,2,3,6,1,0.00,0.02,0.02,0.75,60,23,9311,1788,1765,3.0,3.0,90.0,0.0,0.0,1.0,0.0,6.0,5.6,24.8,0.0,0.0,3.0,3.0,90.0,0.0,0.0,6.0,5.6,1.0,0.0,0.0,3.0,0.04,795,2,423,Nico González Iglesias,Midfielder,Man City,5.9,a,1,1,0.1
423,22,6,0,False,2025-08-31T13:00:00Z,2.0,1.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,-489,10371,1497,1986,2.0,2.0,82.0,0.0,0.0,0.5,0.0,3.0,6.15,17.6,0.0,0.5,2.0,2.3333333333333335,82.0,0.0,0.0,3.0,6.15,2.0,0.5,0.0,2.1951219512195124,0.029469548133595286,412,3,423,Nico González Iglesias,Midfielder,Man City,5.9,a,0,0,0.1
423,38,14,1,True,2025-09-14T15:30:00Z,3.0,0.0,4,False,14,0,0,0,0,0,0,0,0,0,0,0,5,9.2,0.1,0.0,0.9,4,1,0,5,0,0.00,0.00,0.00,1.37,60,-833,10532,1131,1964,1.3333333333333333,1.3333333333333333,54.666666666666664,0.0,0.0,0.3333333333333333,0.0,2.0,4.1000000000000005,11.733333333333334,0.0,0.3333333333333333,1.0,1.5555555555555558,41.0,0.0,0.0,1.5,3.075,2.0,0.3333333333333333,0.0,2.1951219512195124,0.03421309872922776,38,4,423,Nico González Iglesias,Midfielder,Man City,5.9,a,1,1,0.1
423,41,1,1,False,2025-09-21T15:30:00Z,1.0,1.0,5,False,14,0,0,0,1,0,0,0,0,0,0,0,2,1.8,0.5,0.0,0.2,1,1,0,2,0,0.00,0.00,0.00,0.18,60,-539,10508,858,1397,0.6666666666666666,1.25,29.333333333333332,0.0,0.0,0.0,0.0,0.0,2.2666666666666666,6.533333333333334,0.0,0.3333333333333333,1.0,1.3703703703703707,27.5,0.0,0.0,0.75,1.5875000000000001,3.0,0.5,0.0,2.0454545454545454,0.0192131747483989,411,5,423,Nico González Iglesias,Midfielder,Man City,5.9,a,0,1,0.1
423,57,3,2,True,2025-09-27T14:00:00Z,5.0,1.0,6,False,90,0,0,0,1,0,0,0,0,0,0,0,23,17.8,30.2,6.0,5.4,3,6,1,10,1,0.05,0.23,0.28,0.41,59,-326,10604,837,1163,0.6666666666666666,1.2,9.333333333333334,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,3.6666666666666665,0.0,0.0,1.0,1.2469135802469138,20.75,0.0,0.0,0.375,1.0437500000000002,4.0,0.4,-1.0,6.428571428571428,0.04633204633204633,883,6,423,Nico González Iglesias,Midfielder,Man City,5.9,a,1,2,0.1
423,64,5,3,False,2025-10-05T15:30:00Z,0.0,1.0,7,False,68,0,0,1,0,0,0,0,0,0,0,0,19,13.6,4.7,0.0,1.8,4,2,4,10,0,0.00,0.02,0.02,0.83,59,-256,10576,472,728,1.3333333333333333,1.0,39.333333333333336,0.0,0.0,0.0,0.0,2.0,10.266666666666667,9.6,0.0,0.0,1.5,1.497942386831276,55.375,0.0,0.0,3.1875,15.621875,4.0,0.6,0.0,3.050847457627118,0.03391472868217054,693,7,423,Nico González Iglesias,Midfielder,Man City,5.9,a,0,3,0.1
423,76,9,5,True,2025-10-18T14:00:00Z,2.0,0.0,8,False,85,0,0,1,0,0,0,0,0,0,0,0,17,18.6,27.2,6.0,5.2,6,4,2,12,1,0.00,0.05,0.05,0.81,59,-219,10691,591,810,2.0,1.4,57.333333333333336,0.0,0.0,0.3333333333333333,0.0,2.0,11.799999999999999,11.066666666666668,0.0,0.0,2.25,1.9986282578875174,61.6875,0.0,0.0,1.59375,10.1609375,4.0,0.4,0.0,3.13953488372093,0.027938342967244702,374,8,423,Nico González Iglesias,Midfielder,Man City,5.9,a,1,5,0.1
423,82,2,0,False,2025-10-26T14:00:00Z,1.0,0.0,9,False,29,0,0,0,0,0,0,0,1,0,0,0,3,4.4,3.3,7.0,1.5,1,3,2,6,0,0.12,0.02,0.14,0.27,59,-100,10748,577,677,3.3333333333333335,2.4,81.0,0.0,0.0,0.6666666666666666,0.0,4.0,20.7,16.666666666666668,0.0,0.0,3.625,2.999085505258345,73.34375,0.0,0.0,3.796875,18.68046875,5.0,0.6,0.0,3.7037037037037037,0.026264591439688716,212,9,423,Nico González Iglesias,Midfielder,Man City,5.9,a,0,0,0.1
423,96,4,4,True,2025-11-02T16:30:00Z,3.0,1.0,10,False,90,0,0,0,1,0,0,0,0,0,0,0,18,13.4,14.2,2.0,3.0,4,9,1,14,1,0.00,0.03,0.03,0.72,59,-422,10426,284,706,2.6666666666666665,2.2,60.666666666666664,0.0,0.0,0.6666666666666666,0.0,4.333333333333333,11.733333333333333,12.200000000000003,0.0,0.3333333333333333,1.8125,1.9993903368388968,51.171875,0.0,0.0,5.3984375,10.990234375,5.0,0.4,0.0,3.9560439560439558,0.04267701260911736,900,10,423,Nico González Iglesias,Midfielder,Man City,5.9,a,1,4,0.1
423,106,12,8,True,2025-11-09T16:30:00Z,3.0,0.0,11,False,90,1,0,1,0,0,0,0,1,0,0,1,36,46.2,4.3,11.0,6.2,5,2,3,10,1,0.04,0.01,0.05,0.71,59,272,10935,660,388,3.0,2.8,68.0,0.0,0.0,0.3333333333333333,0.0,5.0,14.9,12.133333333333335,0.0,0.3333333333333333,2.90625,2.666260224559265,70.5859375,0.0,0.0,3.69921875,12.5951171875,5.0,0.6,0.0,3.9705882352941178,0.03371868978805395,112,11,423,Nico González Iglesias,Midfielder,Man City,5.9,a,1,8,0.1
423,119,15,2,False,2025-11-22T17:30:00Z,2.0,1.0,12,False,90,0,0,0,2,0,0,0,0,0,0,0,14,11.6,8.2,2.0,2.2,3,2,2,7,1,0.00,0.04,0.04,2.24,59,4024,15785,4744,720,4.0,4.0,69.66666666666667,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,6.666666666666667,7.266666666666667,21.333333333333332,0.0,0.6666666666666666,5.453125,4.44417348303951,80.29296875,0.5,0.0,7.349609375,8.44755859375,5.0,0.6,0.0,5.167464114832535,0.03567984570877531,603,12,423,Nico González Iglesias,Midfielder,Man City,5.9,a,0,2,0.1
423,126,11,4,True,2025-11-29T15:00:00Z,3.0,2.0,13,False,90,0,0,0,2,0,0,0,0,0,0,0,19,14.4,7.1,14.0,3.6,4,8,1,13,1,0.15,0.05,0.20,1.54,59,2024,17926,3163,1139,4.666666666666667,3.8,90.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,5.0,8.9,23.733333333333334,0.0,0.3333333333333333,3.7265625,3.6294489886930066,85.146484375,0.25,0.0,4.6748046875,8.323779296875,5.0,0.6,0.0,4.666666666666667,0.04433497536945813,650,13,423,Nico González Iglesias,Midfielder,Man City,5.9,a,1,4,0.1
423,135,10,2,False,2025-12-02T19:30:00Z,4.0,5.0,14,False,63,0,0,0,2,0,0,0,0,0,0,0,11,17.8,3.5,0.0,2.1,5,2,1,8,1,0.00,0.01,0.01,0.44,59,728,18694,2041,1313,4.666666666666667,3.6,90.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,9.0,6.533333333333334,24.066666666666666,0.0,0.3333333333333333,3.86328125,3.7529659924620047,87.5732421875,0.125,0.0,9.33740234375,7.7118896484374995,5.0,0.6,0.0,4.666666666666667,0.03629417382999045,824,14,423,Nico González Iglesias,Midfielder,Man City,5.9,a,0,2,0.1
423,147,17,3,True,2025-12-06T15:00:00Z,3.0,0.0,15,False,90,0,0,1,0,0,0,0,0,0,0,0,13,9.8,15.1,2.0,2.7,2,5,1,8,1,0.09,0.05,0.14,0.71,59,-299,18528,1684,1983,2.6666666666666665,4.0,81.0,0.0,0.0,0.0,0.0,5.333333333333333,6.266666666666666,14.6,0.0,0.0,2.931640625,3.16864399497467,75.28662109375,0.0625,0.0,4.668701171875,5.605944824218749,5.0,0.6,0.0,2.962962962962963,0.03180914512922465,747,15,423,Nico González Iglesias,Midfielder,Man City,5.9,a,1,3,0.1
423,155,8,5,False,2025-12-14T14:00:00Z,0.0,3.0,16,False,90,0,0,1,0,0,0,0,0,0,0,0,10,13.8,4.3,2.0,2.0,5,5,2,12,1,0.00,0.02,0.02,1.88,59,-2115,16542,1178,3293,3.0,3.8,81.0,0.0,0.0,0.3333333333333333,0.0,5.333333333333333,8.566666666666666,14.0,0.0,0.0,2.9658203125,3.112429329983114,82.643310546875,0.03125,0.0,3.3343505859375,10.352972412109374,5.0,0.6,0.0,3.333333333333333,0.02995169082125604,101,16,423,Nico González Iglesias,Midfielder,Man City,5.9,a,0,5,0.1
423,167,19,2,True,2025-12-20T15:00:00Z,3.0,0.0,17,False,66,0,0,1,0,0,0,0,1,0,0,0,9,5.8,14.3,0.0,2.0,2,2,0,4,1,0.00,0.22,0.22,0.79,59,1078,17931,2439,1361,3.3333333333333335,3.2,81.0,0.0,0.0,0.6666666666666666,0.0,1.3333333333333333,7.633333333333334,13.800000000000002,0.0,0.0,3.98291015625,3.741619553322076,86.3216552734375,0.015625,0.0,2.66717529296875,7.326486206054687,5.0,0.4,0.0,3.7037037037037037,0.045714285714285714,532,17,423,Nico González Iglesias,Midfielder,Man City,5.9,a,1,2,0.1
423,178,16,4,False,2025-12-27T12:30:00Z,1.0,2.0,18,False,90,0,0,0,1,0,0,0,0,0,0,0,16,17.2,27.0,3.0,4.7,3,10,2,15,1,0.01,0.04,0.05,0.55,59,-284,17799,1317,1601,3.3333333333333335,3.2,82.0,0.0,0.0,1.0,0.0,1.3333333333333333,11.233333333333334,9.8,0.0,0.3333333333333333,2.991455078125,3.1610797022147175,76.16082763671875,0.0078125,0.0,1.333587646484375,10.813243103027343,5.0,0.6,0.0,3.6585365853658534,0.03623898139079334,95,18,423,Nico González Iglesias,Midfielder,Man City,5.9,a,0,4,0.1
423,189,17,1,False,2026-01-01T20:00:00Z,0.0,0.0,19,False,45,0,0,0,0,0,0,0,0,0,0,0,13,6.0,3.2,0.0,0.9,2,3,1,6,1,0.00,0.02,0.02,0.57,59,-416,17534,730,1146,3.6666666666666665,3.2,82.0,0.0,0.0,0.6666666666666666,0.0,1.6666666666666667,15.200000000000001,12.266666666666666,0.0,0.3333333333333333,3.4957275390625,3.4407198014764786,83.08041381835938,0.00390625,0.0,2.1667938232421875,18.906621551513673,5.0,0.4,0.0,4.024390243902439,0.03180914512922465,747,19,423,Nico González Iglesias,Midfielder,Man City,5.9,a,0,1,0.1
423,197,7,0,True,2026-01-04T17:30:00Z,1.0,1.0,20,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,59,-1231,16389,265,1496,2.3333333333333335,3.0,67.0,0.0,0.0,0.3333333333333333,0.0,1.0,14.833333333333336,9.666666666666666,0.0,0.3333333333333333,2.24786376953125,2.627146534317653,64.04020690917969,0.001953125,0.0,1.0833969116210938,11.053310775756836,5.0,0.4,0.0,3.1343283582089554,0.030303030303030304,555,20,423,Nico González Iglesias,Midfielder,Man City,5.9,a,1,0,0.1
423,208,6,4,True,2026-01-07T19:30:00Z,1.0,1.0,21,False,63,0,0,0,1,0,0,0,0,0,0,0,17,12.4,4.0,3.0,1.9,4,5,4,13,1,0.05,0.03,0.08,0.39,59,-1287,15117,88,1375,1.6666666666666667,2.4,45.0,0.0,0.0,0.0,0.0,1.0,10.066666666666666,7.733333333333333,0.0,0.0,1.123931884765625,1.7514310228784356,32.020103454589844,0.0009765625,0.0,0.5416984558105469,5.526655387878418,4.0,0.4,0.0,3.333333333333334,0.029469548133595286,412,21,423,Nico González Iglesias,Midfielder,Man City,5.9,a,1,4,0.1
423,216,14,0,False,2026-01-17T12:30:00Z,2.0,0.0,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,59,-682,14672,307,989,1.6666666666666667,2.2,36.0,0.0,0.0,0.0,0.0,1.0,2.4,6.133333333333333,0.0,0.0,2.5619659423828125,2.50095401525229,47.51005172729492,0.00048828125,0.0,1.7708492279052734,4.763327693939209,4.0,0.6,0.0,4.166666666666667,0.03421309872922776,38,22,423,Nico González Iglesias,Midfielder,Man City,5.9,a,0,0,0.1
423,228,20,0,True,2026-01-24T15:00:00Z,2.0,0.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,59,-986,13701,13,999,1.3333333333333333,1.8,21.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,4.133333333333334,0.0,0.0,1.2809829711914062,1.6673026768348604,23.75502586364746,0.000244140625,0.0,0.8854246139526367,2.3816638469696043,3.0,0.4,0.0,5.7142857142857135,0.04400749063670412,796,23,423,Nico González Iglesias,Midfielder,Man City,5.9,a,1,0,0.1
423,239,18,0,False,2026-02-01T16:30:00Z,2.0,2.0,24,False,20,0,0,0,1,0,0,0,1,0,0,0,2,6.8,1.8,0.0,0.9,1,3,3,7,0,0.00,0.09,0.09,0.47,59,-462,13291,100,562,1.3333333333333333,1.0,21.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,4.133333333333334,0.0,0.0,0.6404914855957031,1.111535117889907,11.87751293182373,0.0001220703125,0.0,0.44271230697631836,1.1908319234848022,2.0,0.6,0.0,5.7142857142857135,0.04,795,24,423,Nico González Iglesias,Midfielder,Man City,5.9,a,0,0,0.1
423,247,12,0,False,2026-02-08T16:30:00Z,1.0,2.0,25,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,59,-86,13331,246,332,0.0,0.8,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.6,2.2666666666666666,0.0,0.3333333333333333,0.32024574279785156,0.7410234119266048,15.938756465911865,6.103515625e-05,0.0,0.22135615348815918,1.4954159617424012,2.0,0.6,0.0,0.0,0.03371868978805395,112,25,423,Nico González Iglesias,Midfielder,Man City,5.9,a,0,0,0.1
423,256,10,0,True,2026-02-11T19:30:00Z,3.0,0.0,26,False,19,0,0,0,0,0,0,0,1,0,0,0,0,2.8,0.3,0.0,0.3,3,0,0,3,0,0.00,0.00,0.00,0.58,59,-35,13363,300,335,0.0,0.8,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.6,2.2666666666666666,0.0,0.3333333333333333,0.16012287139892578,0.4940156079510699,7.969378232955933,3.0517578125e-05,0.0,0.11067807674407959,0.7477079808712006,2.0,0.4,0.0,0.0,0.03629417382999045,824,26,423,Nico González Iglesias,Midfielder,Man City,5.9,a,1,0,0.1
423,266,15,0,True,2026-02-21T20:00:00Z,2.0,1.0,27,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,59,-115,13333,221,336,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,3.1999999999999997,0.0,0.6666666666666666,0.08006143569946289,0.32934373863404665,13.484689116477966,1.52587890625e-05,0.0,0.055339038372039795,0.5238539904356003,2.0,0.4,0.0,0.0,0.03567984570877531,603,27,423,Nico González Iglesias,Midfielder,Man City,5.9,a,1,0,0.1
425,7,20,0,False,2025-08-16T16:30:00Z,0.0,4.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,3471,0,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.04400749063670412,796,1,425,Claudio Echeverri,Midfielder,Man City,5.4,u,0,0,0.0
425,18,18,0,True,2025-08-23T11:30:00Z,0.0,2.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-1068,3136,194,1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.04,795,2,425,Claudio Echeverri,Midfielder,Man City,5.4,u,1,0,0.0
425,22,6,0,False,2025-08-31T13:00:00Z,2.0,1.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-1148,1987,0,1148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.029469548133595286,412,3,425,Claudio Echeverri,Midfielder,Man City,5.4,u,0,0,0.0
425,38,14,0,True,2025-09-14T15:30:00Z,3.0,0.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-350,1685,0,350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.03421309872922776,38,4,425,Claudio Echeverri,Midfielder,Man City,5.4,u,1,0,0.0
425,41,1,0,False,2025-09-21T15:30:00Z,1.0,1.0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-145,1550,0,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0192131747483989,411,5,425,Claudio Echeverri,Midfielder,Man City,5.4,u,0,0,0.0
425,57,3,0,True,2025-09-27T14:00:00Z,5.0,1.0,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-89,1464,0,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.04633204633204633,883,6,425,Claudio Echeverri,Midfielder,Man City,5.4,u,1,0,0.0
425,64,5,0,False,2025-10-05T15:30:00Z,0.0,1.0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-50,1416,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.03391472868217054,693,7,425,Claudio Echeverri,Midfielder,Man City,5.4,u,0,0,0.0
425,76,9,0,True,2025-10-18T14:00:00Z,2.0,0.0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-47,1370,0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.027938342967244702,374,8,425,Claudio Echeverri,Midfielder,Man City,5.4,u,1,0,0.0
425,82,2,0,False,2025-10-26T14:00:00Z,1.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-28,1343,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.026264591439688716,212,9,425,Claudio Echeverri,Midfielder,Man City,5.4,u,0,0,0.0
425,96,4,0,True,2025-11-02T16:30:00Z,3.0,1.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-25,1316,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.04267701260911736,900,10,425,Claudio Echeverri,Midfielder,Man City,5.4,u,1,0,0.0
425,106,12,0,True,2025-11-09T16:30:00Z,3.0,0.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-13,1305,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.03371868978805395,112,11,425,Claudio Echeverri,Midfielder,Man City,5.4,u,1,0,0.0
425,119,15,0,False,2025-11-22T17:30:00Z,2.0,1.0,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-15,1290,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.03567984570877531,603,12,425,Claudio Echeverri,Midfielder,Man City,5.4,u,0,0,0.0
425,126,11,0,True,2025-11-29T15:00:00Z,3.0,2.0,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-7,1283,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.04433497536945813,650,13,425,Claudio Echeverri,Midfielder,Man City,5.4,u,1,0,0.0
425,135,10,0,False,2025-12-02T19:30:00Z,4.0,5.0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-2,1281,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.03629417382999045,824,14,425,Claudio Echeverri,Midfielder,Man City,5.4,u,0,0,0.0
425,147,17,0,True,2025-12-06T15:00:00Z,3.0,0.0,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-6,1275,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.03180914512922465,747,15,425,Claudio Echeverri,Midfielder,Man City,5.4,u,1,0,0.0
425,155,8,0,False,2025-12-14T14:00:00Z,0.0,3.0,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-8,1267,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.02995169082125604,101,16,425,Claudio Echeverri,Midfielder,Man City,5.4,u,0,0,0.0
425,167,19,0,True,2025-12-20T15:00:00Z,3.0,0.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-4,1265,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.045714285714285714,532,17,425,Claudio Echeverri,Midfielder,Man City,5.4,u,1,0,0.0
425,178,16,0,False,2025-12-27T12:30:00Z,1.0,2.0,18,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-5,1260,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.03623898139079334,95,18,425,Claudio Echeverri,Midfielder,Man City,5.4,u,0,0,0.0
425,189,17,0,False,2026-01-01T20:00:00Z,0.0,0.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-8,1251,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.03180914512922465,747,19,425,Claudio Echeverri,Midfielder,Man City,5.4,u,0,0,0.0
425,197,7,0,True,2026-01-04T17:30:00Z,1.0,1.0,20,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-3,1250,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.030303030303030304,555,20,425,Claudio Echeverri,Midfielder,Man City,5.4,u,1,0,0.0
